gram_0,gram_1
corrections,honeybunny
could,shove
thing,sister
ever,seen
one,little
knowledge,sister
tell,story
travelled,troupe
man,made
man,meant
used,small
powerless,move
nothing,dull
voice,answer
called,voice
stannis,red
parts,body
learned,contents
distasteful,task
way,slums
grows,like
reached,red
across,far
wrap,around
talk,night
honor,pardoning
attacked,killed
commander,says
commander,told
gon,na
gon,na
serve,us
save,baby
boy,lord
usually,quite
appear,oddest
say,loss
yes,pursue
arryn,title
friend,lose
since,last
something,obvious
two,featherbeds
featherbed,besides
bringing,one
odd,places
targaryen,murdered
buried,crypts
traditionally,held
good,deal
must,best
drinking,wildfire
like,see
lady,margaery
quite,right
see,tombs
taking,walk
like,lifetime
remains,returned
within,mile
recall,laid
table,command
stay,robert
fighting,actual
right,like
seen,fit
septon,convinced
terrible,things
defense,king
bless,king
waited,right
brought,brothers
watch,ship
look,father
greyjoy,last
told,yara
stark,always
fit,better
someone,like
iron,price
orphans,living
dagmer,slit
father,lost
taste,real
important,things
like,bloody
tarth,full
stark,took
oldest,son
one,deserves
years,lectures
much,actual
helped,us
saved,life
boy,ride
plates,stamped
sheets,embroidered
rose,painted
krakens,fierce
rose,growing
strikes,fear
personally,welcome
made,brighter
made,brighter
line,lord
rather,think
nonexistent,bumps
mincing,way
heard,clever
interest,sansa
little,spies
forgive,wasting
shared,certain
stark,many
help,lord
girl,famous
feels,arrive
sansa,stark
born,lands
one,dangerous
stark,key
marries,key
away,lovely
see,country
man,lord
waiting,back
enough,give
prayed,sept
see,family
war,short
girl,ever
looked,like
passed,halls
catch,horrible
came,porridge
starts,look
face,slides
grew,beautiful
handsome,lord
watch,pretend
us,friends
masquerade,night
let,leave
place,would
us,white
vows,best
far,fought
never,see
broke,foot
craster,starved
got,daughters
night,watch
tap,barrel
feast,ham
knew,bannen
meet,man
wounded,strong
gon,na
throat,gon
outside,nothing
eat,got
got,hidden
sleep,cold
hands,next
fucking,wildling
laws,beyond
us,hides
throat,one
whoa,whoa
finding,molasses
neither,wolves
like,bunch
carrying,crooked
war,makes
heard,king
000,miles
stark,ordered
whose,cloak
without,banners
one,true
man,seen
murder,bloody
soon,enough
ford,girls
two,mothers
dead,children
clegane,built
lay,prince
saw,never
cut,throat
horse,like
knows,truth
girl,bravest
would,wise
buy,healthy
years,boys
corrections,honeybunny
helped,us
queen,would
give,lord
one,son
hostages,willem
martyn,lannister
dungeon,lock
us,whispers
soon,enough
color,00ff00
cast,light
light,defend
strength,sword
light,give
dark,full
cast,light
back,death
dark,full
back,death
like,god
says,crows
builders,check
rangers,watch
wall,heading
castles,guarding
knows,castle
men,remain
away,like
want,inside
rattleshirt,cut
nothing,jon
common,gods
want,leave
clearly,right
peace,sandor
light,done
bolton,give
tongue,unless
suitable,rooms
baratheon,laid
gates,thousands
must,cut
course,would
upper,arm
right,hand
away,rotting
might,ask
believe,house
crown,best
aid,family
generous,help
working,relationship
might,look
prove,better
take,figs
might,discuss
steps,discuss
describe,royal
coin,falls
maintaining,supply
800,mounted
city,might
million,bushels
000,head
wedding,much
nothing,browbeaten
lord,beric
stay,smith
find,place
wanted,kill
needs,good
men,entire
master,mott
lord,tywin
every,day
serving,lord
five,murder
harrion,die
give,scolding
lord,karstark
last,watch
make,liar
justice,murderers
keep,dying
karstark,men
karstarks,long
first,men
mad,king
haunt,end
gods,men
speak,final
light,ride
admired,father
refuse,ransom
go,right
times,brought
light,brings
drunk,says
caught,executed
time,killed
time,come
get,chipped
bring,back
works,way
man,ned
never,wish
cast,light
day,night
know,troubles
melisandre,told
man,ever
melisandre,told
done,service
god,every
keep,away
know,know
oh,oh
birds,scales
fish,take
know,know
oh,oh
since,last
said,fought
knight,come
bring,back
like,onion
dungeon,cell
first,lannister
solemn,vow
get,king
renly,died
watch,people
skin,blackened
saw,traitors
place,caches
beneath,red
baratheon,marched
lannister,army
defend,city
one,pick
mad,king
varys,tried
grand,maester
children,burned
throat,make
drink,wine
knew,said
e,g
first,breach
knee,dust
warrior,charge
think,badly
plate,metal
occurred,till
first,man
man,great
away,years
honor,keeps
serving,drunk
know,like
boys,given
worm,red
robert,wanted
one,small
commander,kingsguard
yes,killed
fought,mad
spent,jabbering
rule,seven
men,around
ser,jorah
westeros,suffered
cause,go
ser,barristan
khaleesi,king
us,days
cost,matter
lannister,knows
land,back
fire,surrounded
safe,never
band,bickering
meet,us
rock,run
take,home
men,replace
army,already
whose,daughter
seed,soon
many,reasons
see,spar
intended,slightest
took,long
knight,flowers
grandest,ship
margaery,wears
ladies,wear
would,better
terrible,anything
know,friend
conversation,olenna
learned,new
marry,sansa
loras,favorite
royal,fold
steal,key
remember,older
wolf,lost
greyjoy,murdered
sansa,stark
army,helping
think,wise
act,first
sansa,stark
made,poor
day,took
rewarded,valor
stark,finer
secure,north
end,disgusting
lannister,name
always,summer
know,know
oh,oh
birds,scales
fish,take
know,know
oh,oh
rain,dry
snow,falls
know,know
oh,oh
stones,crack
water,burns
shadows,come
shadows,come
shadows,come
shadows,come
built,fires
found,something
even,see
day,see
black,nice
fire,burning
makes,venison
one,brothers
father,face
sits,judges
weighs,lives
loves,little
mother,gives
watches,every
gentle,smile
loves,little
proper,way
could,shot
learn,north
use,fists
gon,na
someone,else
us,would
say,thank
big,mouth
reed,got
feet,touch
time,met
time,met
skinning,rabbits
find,tree
would,come
gets,smaller
done,half
way,long
balls,still
dead,men
lover,jon
dresses,knew
walked,mance
watch,care
rayder,care
cut,pretty
sure,holds
last,thing
em,right
took,sweet
straw,men
back,hard
string,back
knows,wants
speak,high
many,ladies
times,lord
whores,king
came,westeros
told,children
robes,every
drove,lance
beside,cold
time,life
one,true
plate,200
light,needs
people,without
weapons,horses
soldiers,great
kings,rise
eyes,staring
eyes,green
ass,jon
take,hit
part,need
good,bit
gods,new
game,beg
like,fucking
banners,flying
lord,rickard
rickard,karstark
forgot,ask
one,reason
travel,easy
crawling,cutthroats
north,summons
instructed,us
frey,requires
harrenhal,attendant
give,lord
requires,lord
realize,middle
see,wed
experience,made
excuse,us
old,ferret
gods,men
compel,another
fist,compel
alliance,freys
one,daughters
na,stop
chance,prettier
wanted,make
less,permanent
men,finally
bannerman,lord
lady,stark
jaime,lannister
robb,left
back,robb
people,would
back,north
safest,thing
believed,father
robb,keeping
well,enough
go,king
mistakes,soldiers
tell,father
suspicious,ordinary
journey,continue
bringing,ser
hoped,learned
bachelor,seven
woman,seven
may,stomach
punish,us
remains,quite
grandson,nocturnal
beautiful,woman
boy,cousins
thing,two
highgarden,high
admit,many
enough,put
thanks,new
tyrell,throwing
old,give
another,prized
marry,loras
familiar,kingsguard
grandson,protected
ta,cut
suppose,brooch
large,wedding
brocade,fringed
say,four
loras,certainly
plotting,undermine
contributed,family
else,wants
would,sacked
would,still
killed,odd
people,king
poisoned,one
tell,life
kingdoms,united
doe,eyed
loras,may
gets,back
highgarden,far
make,anything
likes,green
sansa,lord
afternoon,lord
gown,king
speak,lady
excuse,lord
think,want
hands,aegon
fiery,breath
settle,second
never,primary
like,see
sansa,stark
fed,information
try,something
blades,aegon
pit,waiting
try,climb
instructed,us
frey,requires
say,four
loras,certainly
afternoon,lord
gown,king
go,king
mistakes,soldiers
part,need
times,lord
kings,rise
color,ec14bd
castle,black
road,banging
holding,banners
honor,carry
young,boys
mean,right
foot,left
gives,signal
drums,let
na,light
ever,seen
nothing,jon
cut,loose
wisdom,found
work,together
cost,us
walder,prickly
least,pleasant
seen,wet
better,walder
many,years
last,two
frey,take
best,match
sit,planning
one,day
prince,princess
war,one
fuck,like
slick,baby
like,spearing
two,whispering
like,pair
heard,kind
pretty,hair
pretty,gon
much,find
winterfell,ever
southern,knights
dreams,never
first,time
seen,anyone
much,happy
make,best
worst,lannister
teach,mine
might,lord
good,looking
like,tall
men,rough
know,like
many,us
us,takes
whore,work
son,stark
winterfell,one
women,whole
time,trying
popular,dead
fuck,stark
put,evil
already,need
kill,people
notions,come
report,meetings
important,matters
hand,instead
would,take
could,otherwise
attend,council
climb,stairs
300,years
far,side
brought,whole
much,many
realm,counseling
train,bed
patience,strong
hide,behind
away,us
half,army
city,bring
000,reasons
noble,razdal
men,speaker
stormborn,house
andals,first
great,grass
chains,mother
lord,take
stirred,old
army,broken
find,easy
desire,blood
true,committed
forgiving,generous
masters,yunkai
awaiting,deck
many,ships
make,use
back,westeros
us,conduct
want,something
every,slave
man,woman
would,take
make,slave
put,good
gold,mines
go,across
sansa,stark
good,home
keep,safe
wondered,strength
robert,house
name,king
gold,cloaks
sit,fire
god,one
lannister,raiding
west,two
like,wolf
bolton,traveling
twins,edmure
stark,girls
bye,ser
hopes,father
make,grand
regards,lord
robb,stark
make,feel
cock,everyone
knows,love
always,thought
cock,must
say,precious
towers,three
tower,touched
saw,great
sees,blood
girl,see
girls,see
girls,swoon
made,purest
see,silk
rip,pretty
one,day
one,day
people,brave
nothing,six
beyond,wall
boy,north
always,gets
hear,every
head,black
visions,three
could,tell
brother,castle
needs,find
since,fell
go,back
things,happened
true,little
spare,raven
night,bruni
bluer,clear
feel,life
north,place
maester,get
better,sort
one,boy
treat,disease
experiments,living
bellies,see
men,killed
bird,brienne
flew,bird
300,gold
sapphire,mines
war,long
orders,lord
father,king
sees,first
ask,happened
tell,man
could,tell
bear,bear
black,brown
smelled,girl
bear,bear
one,shameful
sapphires,whatever
think,thing
happier,gold
buy,golden
bolton,charged
landing,alive
important,lord
pet,rat
tywin,lannister
color,ec14bd
something,fist
knew,said
yunkish,train
position,must
sansa,stark
every,slave
would,take
make,slave
wondered,strength
robert,house
like,wolf
color,ec14bd
one,try
worse,would
never,knew
like,beat
taken,every
throat,cut
king,landing
outlaws,love
marrying,one
trying,bash
make,time
fight,gold
trusted,kill
led,braavosi
2,000
collect,wages
sellswords,prefer
talk,titan
fights,gold
grace,allow
fucked,pleasure
ass,like
girl,bring
clothes,come
give,second
second,sons
barristan,many
10,000
girl,new
seasoned,captain
propose,defeat
old,man
admit,odds
sons,faced
sons,faced
would,pay
hire,second
never,need
castles,lordships
back,seven
like,flagon
bastard,drink
sons,share
battle,kill
robert,half
draw,bath
dress,fine
slaughtered,lamb
breakfast,hot
sad,say
back,bastard
power,king
grace,learned
son,tavern
bedded,one
declared,king
army,stole
small,must
bastard,boy
never,raise
freed,yesterday
boy,put
hear,say
idea,lying
mothers,fathers
children,sleep
whatever,gave
believed,see
neighs,people
much,choking
000,unsullied
cock,find
whatever,pay
naharis,whore
sheath,sell
gave,men
fucking,woman
killing,man
8,000
us,slips
could,moment
could,escort
different,kind
say,know
one,thing
look,radiant
dancer,singer
know,song
story,house
reyne,powerful
second,wealthiest
ambitious,climbers
take,final
nothing,blue
reyne,built
mother,ever
man,woman
seeing,bodies
gates,casterly
let,rot
weep,er
give,away
sight,gods
union,man
flesh,one
seen,one
seen,anything
time,encounter
lived,one
bottom,called
tongue,tell
somehow,every
crossed,mind
girl,next
chose,mother
mouths,dried
coming,everyone
power,blood
power,king
please,please
playing,people
mother,become
become,father
could,talk
duty,drunk
child,soon
little,lust
cares,father
pay,visit
carry,wedding
dispense,bedding
tyrion,mean
envy,royal
wife,even
clearly,quite
drunk,cock
talk,make
wants,someone
speak,19
grace,year
well,either
difficult,mouth
suppose,bit
valyrian,good
could,devise
man,ever
trust,man
sons,daario
rather,philosophical
mean,real
easier,refer
talk,fancy
many,boys
jon,stones
cruel,like
color,ec14bd
hear,every
eyed,ravens
talking,till
needs,find
maester,get
meet,us
rock,run
give,lord
requires,lord
sons,daario
marrying,one
cost,us
frey,take
color,ec14bd
westeros,realize
gold,take
father,ignored
arrive,king
tywin,army
war,die
feels,lose
make,apologies
walda,daughter
sarra,granddaughters
keep,word
marry,one
would,lucky
words,set
crossing,starks
winterfell,call
try,hide
says,betrayed
betrayed,firm
broken,50
without,second
enough,room
ale,rest
let,get
mess,behind
use,visit
make,love
na,sneak
back,streets
breached,city
lead,grey
yunkai,pay
already,slaughtered
dishonest,people
cost,matter
abandoned,reign
perfect,castle
secret,sally
gate,old
used,centuries
used,tell
ever,looked
happens,children
gone,right
three,spokes
get,salt
scary,things
little,boys
builder,gave
wall,night
supporting,anyone
nan,said
old,man
old,man
horses,got
steel,let
heart,better
last,one
might,send
lot,hunt
crows,castle
going,believe
every,five
afraid,gon
get,worse
trying,hide
sword,went
like,scared
nice,juicy
ilyn,payne
gon,na
get,past
said,700
boat,rowed
take,us
hodor,strong
castles,guard
abandoned,fortresses
said,gates
difference,shouting
throat,tell
go,bit
us,back
na,die
songbird,whistle
prefer,let
seal,two
upon,say
inside,summer
inside,hodor
kill,got
back,castle
castle,black
wildlings,got
jojen,told
three,eyed
shaggydog,head
war,going
know,find
build,big
good,byes
take,sack
love,reward
one,frey
walder,let
girl,weight
find,tree
alone,roose
less,need
would,back
harp,would
blackberries,roslin
made,terrible
king,act
time,right
let,us
right,broke
bedding,ceremony
lady,consummated
father,say
teach,little
whoa,whoa
salt,pork
cart,around
meat,wine
new,queen
head,home
go,swear
old,gods
swore,one
gods,son
hostage,let
color,ec14bd
every,slave
gift,shall
soldiers,threw
stays,taking
closest,castle
secret,sally
gate,old
wall,right
shaggydog,head
power,king
salt,pork
color,00ff00
corrected,font
move,king
north,king
eldrick,sarsfield
eldrick,sarsfield
people,mean
seems,bit
daughter,traitor
daughter,demon
eldrick,sarsfield
speak,lord
named,desmond
sheep,shift
little,hole
sheep,dung
hole,make
stink,know
called,meeting
caught,fine
gave,pair
back,lord
robb,stark
serve,sansa
lady,sansa
served,sansa
remember,little
dying,like
tyrion,apologize
must,say
maester,perhaps
powerful,man
believe,powerful
think,crown
armies,give
frey,gets
frey,many
would,risked
10,000
write,song
ahead,write
lannisters,defend
bolton,named
sansa,comes
still,work
murdered,mother
way,another
explain,one
puts,family
puts,whims
man,everything
preach,utter
done,something
waves,wash
find,place
quite,liked
heard,rat
killed,king
carrots,mushrooms
served,pie
taste,son
turned,cook
nightfort,ever
turned,every
gods,cursed
king,son
guest,beneath
walder,frey
men,trident
spent,wedding
stark,hoster
snigger,marry
word,jon
new,young
stupid,boy
advice,every
greyjoy,boy
bastard,ramsay
stark,offered
turned,theon
talk,phantom
might,itch
time,think
taught,throw
taught,aim
like,theon
ghost,enough
us,north
would,want
