season,episode,line_number,start_time,end_time,lines
2,4,2,"00:00:10,209","00:00:14,209","<font color=#00FF00>♪ Game of Thrones 2x04 ♪</font>
<font color=#00FFFF>Garden of Bones</font>
Original Air Date on April 22, 2012
"
2,4,3,"00:00:14,234","00:00:18,234","== sync, corrected by <font color=""#00ff00"">elderman</font> ==
"
2,4,4,"00:00:18,259","00:01:47,215","♪
"
2,4,5,"00:02:00,031","00:02:02,400","It's got to be the Mountain.
He's the biggest.
"
2,4,6,"00:02:02,434","00:02:04,802","- He's the strongest.
- Bulls are bigger than lions.
"
2,4,7,"00:02:04,836","00:02:06,704","Doesn't mean I'd pick
a bull in a fight.
"
2,4,8,"00:02:06,738","00:02:09,840","If the bull had fangs
and claws, I would.
"
2,4,9,"00:02:09,875","00:02:13,577","Right, the Mountain
or our man Jaime.
"
2,4,10,"00:02:13,611","00:02:16,113","If he ever gets out.
"
2,4,11,"00:02:16,148","00:02:17,748","Loras Tyrell?
"
2,4,12,"00:02:17,783","00:02:20,952","Loras Tyrell.
He's prettier than the queen.
"
2,4,13,"00:02:20,987","00:02:22,527","I don't care about pretty.
"
2,4,14,"00:02:22,552","00:02:24,022","He's better with a sword
than any of them.
"
2,4,15,"00:02:24,024","00:02:26,325","How good could he be?
"
2,4,16,"00:02:26,359","00:02:28,794","He's been stabbing
Renly Baratheon for years,
"
2,4,17,"00:02:28,829","00:02:31,397","and Renly ain't dead.
"
2,4,18,"00:02:39,807","00:02:42,175","The horses seem
a little spooked to you?
"
2,4,19,"00:02:42,209","00:02:44,110","They're horses.
"
2,4,20,"00:02:44,145","00:02:46,246","They get spooked
by their own shadows.
"
2,4,21,"00:02:46,280","00:02:50,383","Shh.
"
2,4,22,"00:02:50,417","00:02:52,485","Do you hear that?
"
2,4,23,"00:02:53,621","00:02:55,321","No.
"
2,4,24,"00:02:55,356","00:02:57,057","There's something
out there.
"
2,4,25,"00:03:19,814","00:03:22,616","Oh.
"
2,4,26,"00:03:22,651","00:03:25,052","Oh, you're a right
little prick.
"
2,4,27,"00:03:25,086","00:03:26,754","You should see
your face.
"
2,4,28,"00:03:26,788","00:03:29,190","I swear you
pissed yourself.
"
2,4,29,"00:03:29,224","00:03:31,258","""Oh, who goes there?
Ahh!""
"
2,4,30,"00:03:31,293","00:03:33,193","There is something out there.
"
2,4,31,"00:03:33,228","00:03:35,596","Yeah, don't even try me.
"
2,4,32,"00:03:35,630","00:03:37,865","- Rennick.
- Do you think I'm an idiot?
"
2,4,33,"00:03:39,200","00:03:41,501","Rennick!
"
2,4,34,"00:03:47,375","00:03:50,978","<i>- King in the North!</i>
<i>- The King in the North!</i>
"
2,4,35,"00:04:11,366","00:04:13,733","<i>Five Lannisters dead</i>
<i>for every one of ours.</i>
"
2,4,36,"00:04:13,768","00:04:15,302","They're dead.
Take everything they've got.
"
2,4,37,"00:04:15,336","00:04:17,470","<i>We've nowhere to keep</i>
<i>all these prisoners.</i>
"
2,4,38,"00:04:17,505","00:04:20,006","Barely enough food
to feed our own.
"
2,4,39,"00:04:20,040","00:04:22,141","We're not executing
prisoners, Lord Bolton.
"
2,4,40,"00:04:22,175","00:04:23,742","Of course, Your Grace.
"
2,4,41,"00:04:23,777","00:04:26,545","The officers
will be useful.
"
2,4,42,"00:04:26,579","00:04:29,714","Some of them may be privy
to Tywin Lannister's plans.
"
2,4,43,"00:04:29,748","00:04:31,483","I doubt it.
"
2,4,44,"00:04:31,517","00:04:33,418","<i>Well, we'll learn</i>
<i>soon enough.</i>
"
2,4,45,"00:04:33,453","00:04:37,356","In my family we say,
""A naked man has few secrets.
"
2,4,46,"00:04:37,391","00:04:39,292","A flayed man none.""
"
2,4,47,"00:04:39,326","00:04:41,294","My father outlawed
flaying in the North.
"
2,4,48,"00:04:41,328","00:04:44,531","- We're not in the North.
- We're not torturing them.
"
2,4,49,"00:04:44,565","00:04:46,500","The high road's very pretty,
"
2,4,50,"00:04:46,534","00:04:49,302","but you'll have a hard time
marching your army down it.
"
2,4,51,"00:04:49,370","00:04:52,105","The Lannisters hold
prisoners of their own.
"
2,4,52,"00:04:52,140","00:04:55,308","I won't give them an excuse
to abuse my sisters.
"
2,4,53,"00:04:55,343","00:04:57,444","<i>No, no, don't! Don't!</i>
"
2,4,54,"00:04:57,478","00:04:59,179","<i>- Shh, shh.</i>
<i>- Please!</i>
"
2,4,55,"00:04:59,213","00:05:01,814","Shh.
"
2,4,56,"00:05:03,450","00:05:05,450","The rot's set in.
"
2,4,57,"00:05:05,485","00:05:07,953","No, don't!
No, don't!
"
2,4,58,"00:05:07,987","00:05:10,689","- Shh.
- Please, don't!
"
2,4,59,"00:05:10,723","00:05:12,757","It'll get better.
It doesn't even hurt.
"
2,4,60,"00:05:12,792","00:05:15,928","The rot will spread.
If we don't take the foot now--
"
2,4,61,"00:05:15,962","00:05:18,096","No, you can't!
"
2,4,62,"00:05:21,167","00:05:22,834","Ser! Please, Ser.
"
2,4,63,"00:05:22,869","00:05:24,670","- I can't lose--
- You'll die if she does it.
"
2,4,64,"00:05:24,704","00:05:26,539","I don't want to be
a cripple, please.
"
2,4,65,"00:05:26,573","00:05:29,808","Surely one of our men needs your
attention more than this cub.
"
2,4,66,"00:05:29,843","00:05:31,677","Your men are not
my men, My Lord.
"
2,4,67,"00:05:31,711","00:05:34,613","Put this in your mouth and lie down.
You don't want to watch.
"
2,4,68,"00:05:34,647","00:05:37,516","- No! You can't!
- Bite on it.
"
2,4,69,"00:05:37,550","00:05:39,585","It's better than biting
your own tongue, believe me.
"
2,4,70,"00:06:14,088","00:06:16,656","- What's your name?
- Talisa.
"
2,4,71,"00:06:16,691","00:06:18,692","<i>Your last name?</i>
"
2,4,72,"00:06:18,726","00:06:20,961","You want to know what side
my family fights on?
"
2,4,73,"00:06:20,995","00:06:23,429","You know my family name.
You have me at a disadvantage.
"
2,4,74,"00:06:23,464","00:06:26,265","That boy lost his foot
on your orders.
"
2,4,75,"00:06:26,300","00:06:28,401","They killed my father.
"
2,4,76,"00:06:28,435","00:06:31,270","- That boy did?
- The family he fights for.
"
2,4,77,"00:06:31,304","00:06:34,306","Do you think he's friends
with King Joffrey?
"
2,4,78,"00:06:34,340","00:06:36,875","<i>He's a fisherman's son</i>
<i>that grew up near Lannisport.</i>
"
2,4,79,"00:06:36,910","00:06:38,125","He probably never held a spear
"
2,4,80,"00:06:38,150","00:06:40,040","before they shoved one in his
hands a few months ago.
"
2,4,81,"00:06:40,046","00:06:42,281","I have no hatred
for the lad.
"
2,4,82,"00:06:44,150","00:06:45,884","That should help
his foot grow back.
"
2,4,83,"00:06:49,889","00:06:52,524","You'd have us surrender,
end all this bloodshed.
"
2,4,84,"00:06:52,559","00:06:55,861","I understand.
The country would be at peace
"
2,4,85,"00:06:55,896","00:06:57,834","and life would be just
under the righteous hand
"
2,4,86,"00:06:57,859","00:06:59,159","of good King Joffrey.
"
2,4,87,"00:06:59,166","00:07:01,901","- You're going to kill Joffrey?
- If the Gods give me strength.
"
2,4,88,"00:07:01,936","00:07:05,372","- And then what?
- I don't know.
"
2,4,89,"00:07:05,406","00:07:07,341","We'll go back
to Winterfell.
"
2,4,90,"00:07:07,375","00:07:09,376","I have no desire to sit
on the Iron Throne.
"
2,4,91,"00:07:09,410","00:07:12,012","So who will?
"
2,4,92,"00:07:12,047","00:07:14,080","I don't know.
"
2,4,93,"00:07:14,115","00:07:16,050","You're fighting
to overthrow a king,
"
2,4,94,"00:07:16,084","00:07:17,852","and yet you have no plan
for what comes after?
"
2,4,95,"00:07:17,886","00:07:20,487","First we have
to win the war.
"
2,4,96,"00:07:25,727","00:07:27,694","You never told me
where you're from.
"
2,4,97,"00:07:27,728","00:07:30,096","- Volantis.
- Volantis?
"
2,4,98,"00:07:30,131","00:07:32,866","You're far from home.
"
2,4,99,"00:07:32,900","00:07:35,168","The boy was lucky
you were here.
"
2,4,100,"00:07:35,202","00:07:38,270","He was unlucky
that you were.
"
2,4,101,"00:07:46,479","00:07:49,180","You're here to answer for your
brother's latest treasons.
"
2,4,102,"00:07:49,214","00:07:50,915","Your Grace,
"
2,4,103,"00:07:50,949","00:07:54,251","whatever my traitor brother
has done, I had no part.
"
2,4,104,"00:07:54,286","00:07:55,753","You know that.
I beg you--
"
2,4,105,"00:07:55,787","00:07:57,822","Ser Lancel, tell her
of this outrage.
"
2,4,106,"00:07:57,856","00:08:00,124","<i>Using some vile sorcery,</i>
"
2,4,107,"00:08:00,158","00:08:02,693","your brother fell on Stafford Lannister
with an army of wolves.
"
2,4,108,"00:08:03,478","00:08:05,729","Thousands of good men
were butchered.
"
2,4,109,"00:08:05,730","00:08:08,268","After the slaughter,
the northmen feasted on
"
2,4,110,"00:08:08,293","00:08:09,975","the flesh of the slain.
"
2,4,111,"00:08:12,037","00:08:14,573","Killing you would send
your brother a message.
"
2,4,112,"00:08:18,144","00:08:20,613","But my mother insists
on keeping you alive.
"
2,4,113,"00:08:20,647","00:08:22,415","Stand.
"
2,4,114,"00:08:24,018","00:08:25,810","So we'll have to send
your brother
"
2,4,115,"00:08:25,835","00:08:27,835","a message some other way.
"
2,4,116,"00:08:29,056","00:08:31,191","Meryn.
"
2,4,117,"00:08:34,128","00:08:36,829","Leave her face.
"
2,4,118,"00:08:36,864","00:08:38,397","I like her pretty.
"
2,4,119,"00:08:45,485","00:08:47,787","Meryn, My Lady
is overdressed.
"
2,4,120,"00:08:48,275","00:08:50,409","Unburden her.
"
2,4,121,"00:08:55,716","00:08:57,917","If you want Robb Stark
to hear us,
"
2,4,122,"00:08:57,952","00:09:00,087","we're going to have
to speak louder.
"
2,4,123,"00:09:01,389","00:09:04,125","<i>What is the meaning</i>
<i>of this?</i>
"
2,4,124,"00:09:12,467","00:09:15,002","What kind of knight
beats a helpless girl?
"
2,4,125,"00:09:15,036","00:09:17,204","The kind who serves
his king, Imp.
"
2,4,126,"00:09:17,239","00:09:18,672","Careful, now. We don't want
"
2,4,127,"00:09:18,697","00:09:20,507","to get blood all over your
pretty white cloak.
"
2,4,128,"00:09:20,508","00:09:23,610","Someone get the girl something
to cover herself with.
"
2,4,129,"00:09:23,644","00:09:25,845","She is to be your queen.
"
2,4,130,"00:09:25,879","00:09:27,713","Have you no regard
for her honor?
"
2,4,131,"00:09:27,748","00:09:29,915","<i>- I'm punishing her.</i>
<i>- For what crimes?</i>
"
2,4,132,"00:09:29,950","00:09:32,218","<i>She did not fight her</i>
<i>brother's battle, you half-wit.</i>
"
2,4,133,"00:09:32,252","00:09:35,821","You can't talk to me like that.
The king can do as he likes!
"
2,4,134,"00:09:35,856","00:09:37,723","The Mad King
did as he liked.
"
2,4,135,"00:09:37,758","00:09:41,194","Has your Uncle Jaime ever told
you what happened to him?
"
2,4,136,"00:09:41,229","00:09:44,164","No one threatens His Grace
in the presence of the Kingsguard.
"
2,4,137,"00:09:44,199","00:09:46,234","I'm not threatening
the King, Ser.
"
2,4,138,"00:09:46,268","00:09:47,835","I am educating my nephew.
"
2,4,139,"00:09:47,870","00:09:51,206","Bronn, the next time
Ser Meryn speaks, kill him.
"
2,4,140,"00:09:52,442","00:09:55,577","That was a threat.
See the difference?
"
2,4,141,"00:10:17,301","00:10:20,870","<i>I apologize for</i>
<i>my nephew's behavior.</i>
"
2,4,142,"00:10:22,440","00:10:23,836","Tell me the truth.
"
2,4,143,"00:10:23,861","00:10:25,861","Do you want an end
to this engagement?
"
2,4,144,"00:10:25,877","00:10:29,881","I am loyal to King Joffrey,
my one true love.
"
2,4,145,"00:10:33,018","00:10:38,222","Lady Stark, you may
survive us yet.
"
2,4,146,"00:10:41,926","00:10:43,660","The little king's
backed up.
"
2,4,147,"00:10:43,694","00:10:47,063","Clogged from balls
to brains.
"
2,4,148,"00:10:47,098","00:10:49,799","You think dipping his wick
will cure what ails him?
"
2,4,149,"00:10:49,834","00:10:52,802","There's no cure
for being a cunt.
"
2,4,150,"00:10:52,836","00:10:55,104","But the boy's at that age.
"
2,4,151,"00:10:55,139","00:10:58,841","And he's got nothing to do all
day but pick wings off flies.
"
2,4,152,"00:10:58,876","00:11:01,411","Couldn't hurt to get
some of the poison out.
"
2,4,153,"00:11:09,120","00:11:11,154","What are you
doing here, dog?
"
2,4,154,"00:11:11,189","00:11:13,523","Your uncle left
your nameday present
"
2,4,155,"00:11:13,558","00:11:16,025","and asked me to see
that you got it.
"
2,4,156,"00:11:18,596","00:11:20,597","And?
"
2,4,157,"00:11:20,631","00:11:22,732","What is it?
"
2,4,158,"00:11:22,766","00:11:25,202","Look inside,
Your Grace.
"
2,4,159,"00:11:31,309","00:11:34,044","Your Grace.
"
2,4,160,"00:11:34,078","00:11:36,948","- Happy nameday, Your Grace.
- My nameday has passed.
"
2,4,161,"00:11:36,982","00:11:39,784","We won't tell
if you won't.
"
2,4,162,"00:11:42,922","00:11:45,057","No.
"
2,4,163,"00:11:45,091","00:11:46,859","Her.
"
2,4,164,"00:11:49,263","00:11:51,264","Touch her.
"
2,4,165,"00:12:12,952","00:12:14,619","Could you hit her?
"
2,4,166,"00:12:27,868","00:12:29,536","My uncle sent you?
"
2,4,167,"00:12:29,570","00:12:31,705","Yes, Your Grace.
"
2,4,168,"00:12:31,740","00:12:33,074","He chose us himself.
"
2,4,169,"00:12:33,108","00:12:34,875","Hmm.
"
2,4,170,"00:12:43,685","00:12:45,954","Use this.
"
2,4,171,"00:12:58,534","00:13:00,168","Harder.
"
2,4,172,"00:13:04,039","00:13:08,676","I said harder.
"
2,4,173,"00:13:10,246","00:13:13,214","He'd want me to get
his money's worth.
"
2,4,174,"00:13:55,625","00:13:59,627","Your Grace, too much pain
will spoil the pleasure.
"
2,4,175,"00:14:01,830","00:14:04,431","<i>Please, please,</i>
"
2,4,176,"00:14:08,969","00:14:10,303","please, Your Grace.
"
2,4,177,"00:14:12,205","00:14:14,373","Your Grace,
if your uncle finds out--
"
2,4,178,"00:14:14,407","00:14:16,242","Oh, I want him
to find out.
"
2,4,179,"00:14:16,276","00:14:19,545","You will bring her to his
chambers when you're finished
"
2,4,180,"00:14:19,579","00:14:21,780","and show him
what you've done.
"
2,4,181,"00:14:23,583","00:14:25,984","Or the same thing
will happen to you.
"
2,4,182,"00:14:31,892","00:14:34,259","Begin.
"
2,4,183,"00:14:42,603","00:14:44,004","Harder!
"
2,4,184,"00:14:55,148","00:14:58,751","Well, if it isn't
my favorite whoremonger.
"
2,4,185,"00:14:58,786","00:15:01,687","Pray I haven't kept
you waiting long.
"
2,4,186,"00:15:03,790","00:15:05,924","Your Grace.
"
2,4,187,"00:15:09,262","00:15:12,564","Now you do the Lannisters'
bidding, is that it?
"
2,4,188,"00:15:12,598","00:15:15,800","Tell me, was my brother's
body even cold
"
2,4,189,"00:15:15,835","00:15:18,002","before you secured
your newest patron?
"
2,4,190,"00:15:18,037","00:15:20,405","I'm a practical man.
"
2,4,191,"00:15:21,707","00:15:23,708","Just not a loyal one.
"
2,4,192,"00:15:23,742","00:15:25,677","<i>And who would you have</i>
<i>me be loyal to?</i>
"
2,4,193,"00:15:25,711","00:15:27,645","Your brother's corpse?
"
2,4,194,"00:15:29,781","00:15:32,849","I don't like you,
Lord Baelish.
"
2,4,195,"00:15:32,884","00:15:35,218","I don't like your face.
"
2,4,196,"00:15:35,253","00:15:38,655","I don't like the words that come
oozing out of your mouth.
"
2,4,197,"00:15:38,689","00:15:42,259","I don't want you in my tent
one minute more than necessary.
"
2,4,198,"00:15:42,294","00:15:45,495","So tell me,
why are you here?
"
2,4,199,"00:15:46,497","00:15:48,499","<i>You can trust Brienne.</i>
"
2,4,200,"00:15:48,533","00:15:51,034","Her loyalty comes
without charge.
"
2,4,201,"00:15:53,504","00:15:56,239","You still have many friends
at court, Your Grace,
"
2,4,202,"00:15:56,274","00:15:59,677","many who believe
Ned Stark erred
"
2,4,203,"00:15:59,711","00:16:01,846","by not supporting
your claim.
"
2,4,204,"00:16:03,282","00:16:06,017","Now I understand.
"
2,4,205,"00:16:06,052","00:16:07,953","You know I have
the numbers.
"
2,4,206,"00:16:07,987","00:16:10,756","You know I'm marching
on King's Landing.
"
2,4,207,"00:16:10,790","00:16:13,958","When I take the throne,
you hope to retain your position.
"
2,4,208,"00:16:15,461","00:16:17,395","And your head.
"
2,4,209,"00:16:17,429","00:16:20,397","I would give priority
to my head.
"
2,4,210,"00:16:20,431","00:16:22,899","<i>I understand that</i>
<i>you don't like me,</i>
"
2,4,211,"00:16:22,934","00:16:25,268","and while that
saddens me greatly,
"
2,4,212,"00:16:25,302","00:16:27,937","I did not come here today
seeking your affection.
"
2,4,213,"00:16:29,339","00:16:31,473","<i>When you march</i>
<i>on King's Landing,</i>
"
2,4,214,"00:16:31,507","00:16:34,910","you may find yourself facing
a protracted siege or...
"
2,4,215,"00:16:36,179","00:16:38,147","open gates.
"
2,4,216,"00:16:55,832","00:16:57,566","Your Grace.
"
2,4,217,"00:16:57,601","00:17:00,536","Lord Baelish.
"
2,4,218,"00:17:00,570","00:17:03,706","All of these tents
look the same to me.
"
2,4,219,"00:17:03,740","00:17:06,075","- Would you be so kind--
- It would be my pleasure.
"
2,4,220,"00:17:06,109","00:17:08,944","It took me weeks to learn
way around the camp.
"
2,4,221,"00:17:08,979","00:17:12,014","Twice I walked in on officers
in stages of undress.
"
2,4,222,"00:17:12,049","00:17:14,717","And the moment I learn
which tent is mine,
"
2,4,223,"00:17:14,751","00:17:16,453","we're on the move again.
"
2,4,224,"00:17:16,487","00:17:18,120","Your tent?
"
2,4,225,"00:17:18,155","00:17:20,290","Not our tent?
"
2,4,226,"00:17:20,324","00:17:22,692","The King snores, perhaps?
"
2,4,227,"00:17:22,727","00:17:25,829","Or simply prefers
solitude?
"
2,4,228,"00:17:25,863","00:17:28,733","Pressures of command,
no doubt.
"
2,4,229,"00:17:28,767","00:17:31,469","Four kings vying
for the throne.
"
2,4,230,"00:17:31,503","00:17:33,871","I am not tutored
in warfare,
"
2,4,231,"00:17:33,906","00:17:37,575","but basic arithmetic favors the
side with the greater numbers.
"
2,4,232,"00:17:37,577","00:17:39,214","If war were arithmetic,
"
2,4,233,"00:17:39,239","00:17:41,393","the mathematicians
would rule the world.
"
2,4,234,"00:17:42,781","00:17:45,717","But I did notice your brother
entering His Grace's tent the just now.
"
2,4,235,"00:17:45,751","00:17:47,952","The place of a Kingsguard
is by the King's side.
"
